VK,Hold,Flight,char,jitter,source,sentence_id,label
83,36,484,S,50.0,pcg64,10581.0,1
73,103,49,I,70.0,human,,0
54,148,86,6,292.0,philox,6874.0,1
80,128,136,P,72.0,human,,0
83,438,97,S,809.0,mersenne,7304.0,1
83,108,87,S,20.0,human,,0
79,199,560,O,46.0,xoroshiro128,2502.0,1
79,98,210,O,633.0,human,,0
69,147,322,E,253.0,xoroshiro128,1135.0,1
84,183,129,T,28.0,xoroshiro128,17199.0,1
68,396,824,D,187.0,mersenne,18216.0,1
79,279,682,O,510.0,pcg64,6653.0,1
79,62,138,O,23.0,pcg64,7172.0,1
49,243,865,1,403.0,mersenne,17689.0,1
79,227,668,O,272.0,philox,11909.0,1
65,307,419,A,254.0,philox,1.0,1
69,179,80,E,12.0,human,,0
73,152,425,I,151.0,pcg64,7252.0,1
77,119,238,M,7.0,human,,0
69,287,457,E,23.0,xoroshiro128,2018.0,1
69,363,245,E,232.0,philox,16927.0,1
73,316,1154,I,254.0,mersenne,903.0,1
32,172,10, ,93.0,xoroshiro128,8662.0,1
69,124,1065,E,899.0,mersenne,18058.0,1
78,354,117,N,414.0,mersenne,15327.0,1
73,136,242,I,137.0,mersenne,645.0,1
68,30,1027,D,37.0,mersenne,17411.0,1
69,183,660,E,24.0,philox,1751.0,1
65,163,352,A,265.0,xoroshiro128,283.0,1
73,67,640,I,395.0,mersenne,17451.0,1
65,138,500,A,226.0,xoroshiro128,1927.0,1
82,218,395,R,84.0,pcg64,15787.0,1
32,152,88, ,16.0,human,,0
79,155,74,O,197.0,philox,17112.0,1
32,19,144, ,412.0,xoroshiro128,18452.0,1
69,143,156,E,50.0,xoroshiro128,12496.0,1
71,177,719,G,49.0,mersenne,9861.0,1
66,333,54,B,370.0,philox,8579.0,1
70,154,556,F,40.0,philox,17421.0,1
32,62,172, ,47.0,human,,0
84,93,-1,T,176.0,human,,0
67,136,96,C,48.0,human,,0
69,285,59,E,220.0,philox,10390.0,1
32,371,472, ,90.0,xoroshiro128,18463.0,1
79,125,202,O,31.0,human,,0
79,339,252,O,114.0,mersenne,12858.0,1
78,114,200,N,32.0,human,,0
69,113,221,E,161.0,pcg64,8971.0,1
77,125,145,M,55.0,human,,0
65,187,664,A,69.0,xoroshiro128,1183.0,1
72,145,98,H,57.0,human,,0
79,224,106,O,123.0,philox,16587.0,1
78,149,43,N,183.0,human,,0
66,334,166,B,9.0,pcg64,5167.0,1
8,84,172,[BACKSPACE],18.0,human,,0
73,125,114,I,725.0,human,,0
69,44,509,E,149.0,xoroshiro128,9531.0,1
67,179,315,C,64.0,pcg64,9757.0,1
79,272,319,O,90.0,pcg64,9020.0,1
69,427,204,E,274.0,mersenne,4360.0,1
73,286,1074,I,698.0,mersenne,9094.0,1
76,118,1039,L,819.0,mersenne,16614.0,1
65,227,178,A,202.0,philox,17195.0,1
73,246,106,I,11.0,xoroshiro128,14606.0,1
71,251,635,G,306.0,xoroshiro128,15777.0,1
78,134,114,N,3.0,human,,0
32,386,583, ,19.0,philox,12301.0,1
84,103,401,T,1.0,xoroshiro128,15444.0,1
65,472,444,A,259.0,mersenne,10716.0,1
67,381,346,C,819.0,mersenne,15871.0,1
65,264,469,A,31.0,xoroshiro128,2235.0,1
32,323,347, ,117.0,pcg64,13756.0,1
70,231,699,F,426.0,xoroshiro128,3004.0,1
78,361,264,N,2.0,philox,2484.0,1
78,179,710,N,629.0,mersenne,16642.0,1
69,349,641,E,269.0,philox,3579.0,1
65,208,129,A,644.0,mersenne,17355.0,1
85,78,156,U,1060.0,human,,0
65,379,924,A,902.0,mersenne,18203.0,1
65,133,579,A,173.0,philox,14882.0,1
78,336,288,N,93.0,xoroshiro128,15416.0,1
32,13,37, ,11.0,mersenne,1157.0,1
82,168,437,R,118.0,philox,5992.0,1
77,72,264,M,96.0,human,,0
78,323,38,N,310.0,xoroshiro128,1504.0,1
65,158,158,A,79.0,human,,0
32,194,365, ,192.0,xoroshiro128,995.0,1
78,428,1019,N,245.0,mersenne,7894.0,1
65,78,250,A,63.0,human,,0
68,271,403,D,111.0,xoroshiro128,1780.0,1
32,344,545, ,102.0,philox,14839.0,1
73,165,640,I,150.0,xoroshiro128,13213.0,1
84,120,1053,T,187.0,mersenne,2838.0,1
78,293,564,N,80.0,pcg64,405.0,1
68,144,627,D,93.0,philox,16981.0,1
77,364,505,M,413.0,xoroshiro128,1698.0,1
8,0,31,[BACKSPACE],1.0,human,,0
71,89,267,G,18.0,xoroshiro128,11028.0,1
82,98,144,R,45.0,human,,0
78,328,234,N,460.0,philox,3.0,1
69,339,628,E,147.0,philox,3463.0,1
79,160,375,O,71.0,philox,12573.0,1
32,167,256, ,348.0,pcg64,1891.0,1
68,443,996,D,29.0,mersenne,9494.0,1
78,177,519,N,178.0,pcg64,10094.0,1
68,43,18,D,399.0,philox,25.0,1
84,330,263,T,232.0,xoroshiro128,1189.0,1
32,143,301, ,136.0,pcg64,11362.0,1
83,232,232,S,26.0,philox,7769.0,1
77,380,186,M,23.0,pcg64,12702.0,1
32,235,156, ,308.0,pcg64,15043.0,1
69,187,156,E,62.0,human,,0
69,170,377,E,289.0,xoroshiro128,8587.0,1
79,194,171,O,43.0,human,,0
67,89,600,C,78.0,pcg64,8323.0,1
79,134,556,O,492.0,xoroshiro128,15592.0,1
83,131,16,S,367.0,philox,7879.0,1
72,312,25,H,139.0,mersenne,1272.0,1
76,160,145,L,9.0,human,,0
32,111,96, ,1.0,human,,0
82,191,274,R,255.0,philox,3225.0,1
84,104,120,T,72.0,human,,0
84,348,668,T,233.0,xoroshiro128,1906.0,1
32,326,624, ,312.0,pcg64,17467.0,1
84,317,575,T,59.0,xoroshiro128,15334.0,1
81,101,936,Q,56.0,mersenne,16331.0,1
69,152,530,E,74.0,pcg64,1565.0,1
8,88,792,[BACKSPACE],704.0,human,,0
78,310,263,N,31.0,pcg64,16996.0,1
32,181,117, ,5.0,human,,0
32,369,520, ,414.0,philox,3987.0,1
83,495,529,S,514.0,mersenne,18790.0,1
79,102,52,O,951.0,mersenne,10811.0,1
79,136,573,O,124.0,pcg64,8573.0,1
86,58,390,V,67.0,philox,2327.0,1
69,120,184,E,40.0,human,,0
68,343,827,D,318.0,mersenne,10423.0,1
69,53,491,E,465.0,philox,15005.0,1
69,156,651,E,601.0,philox,807.0,1
57,246,423,9,134.0,philox,15196.0,1
72,267,103,H,436.0,xoroshiro128,2092.0,1
48,354,175,0,211.0,philox,6780.0,1
72,144,48,H,96.0,human,,0
67,158,145,C,146.0,human,,0
67,285,250,C,117.0,xoroshiro128,3611.0,1
69,101,151,E,35.0,human,,0
73,142,179,I,231.0,philox,719.0,1
77,72,846,M,561.0,human,,0
83,340,697,S,128.0,pcg64,9221.0,1
73,105,322,I,214.0,human,,0
84,174,169,T,459.0,philox,668.0,1
68,116,180,D,256.0,xoroshiro128,5116.0,1
71,80,104,G,64.0,human,,0
82,141,203,R,1.0,human,,0
69,339,262,E,576.0,mersenne,12491.0,1
65,344,114,A,519.0,philox,920.0,1
87,436,1173,W,1137.0,mersenne,2363.0,1
79,282,602,O,449.0,mersenne,4880.0,1
8,40,312,[BACKSPACE],160.0,human,,0
77,189,284,M,749.0,mersenne,15929.0,1
69,93,112,E,80.0,human,,0
73,93,16,I,571.0,xoroshiro128,3128.0,1
76,145,682,L,264.0,pcg64,7860.0,1
79,471,759,O,197.0,mersenne,17278.0,1
73,307,143,I,144.0,philox,3699.0,1
32,70,329, ,333.0,pcg64,2307.0,1
66,133,691,B,134.0,philox,217.0,1
79,132,93,O,171.0,philox,13323.0,1
67,276,699,C,607.0,philox,948.0,1
65,225,476,A,442.0,pcg64,14388.0,1
69,337,111,E,73.0,philox,1040.0,1
82,49,113,R,2.0,xoroshiro128,6664.0,1
78,106,431,N,324.0,philox,15475.0,1
83,79,481,S,174.0,philox,12194.0,1
32,134,150, ,538.0,philox,10863.0,1
72,137,55,H,568.0,mersenne,17895.0,1
82,72,72,R,8.0,human,,0
66,377,18,B,1.0,pcg64,9304.0,1
78,270,84,N,312.0,philox,8880.0,1
84,246,54,T,1.0,xoroshiro128,18173.0,1
83,48,683,S,287.0,philox,160.0,1
82,10,123,R,350.0,mersenne,12999.0,1
68,396,253,D,68.0,philox,7152.0,1
85,71,91,U,19.0,human,,0
69,52,510,E,48.0,pcg64,8915.0,1
80,82,302,P,167.0,philox,10718.0,1
76,62,19,L,601.0,mersenne,7917.0,1
87,97,549,W,484.0,philox,17041.0,1
82,53,454,R,182.0,xoroshiro128,10685.0,1
65,28,627,A,339.0,xoroshiro128,691.0,1
79,112,101,O,94.0,human,,0
78,97,135,N,112.0,xoroshiro128,16910.0,1
83,68,295,S,383.0,pcg64,3986.0,1
69,205,226,E,415.0,pcg64,5589.0,1
55,141,165,7,28.0,philox,3613.0,1
32,268,920, ,70.0,mersenne,8643.0,1
82,12,431,R,205.0,xoroshiro128,14170.0,1
76,275,513,L,138.0,xoroshiro128,14487.0,1
32,104,256, ,168.0,human,,0
65,264,300,A,289.0,mersenne,6086.0,1
79,72,653,O,521.0,pcg64,9032.0,1
32,198,17, ,623.0,philox,9301.0,1
83,406,1034,S,415.0,mersenne,6399.0,1
77,275,426,M,20.0,pcg64,17456.0,1
82,166,173,R,82.0,pcg64,16829.0,1
84,44,422,T,310.0,xoroshiro128,7569.0,1
32,366,1085, ,974.0,mersenne,2310.0,1
32,68,114, ,98.0,pcg64,4038.0,1
73,239,367,I,346.0,xoroshiro128,6015.0,1
32,91,143, ,23.0,human,,0
160,0,31,[UNK],0.0,human,,0
78,216,421,N,272.0,philox,15880.0,1
79,19,519,O,163.0,pcg64,8886.0,1
20,109,405,[UNK],141.0,human,,0
84,36,18,T,95.0,xoroshiro128,14815.0,1
72,92,698,H,7.0,xoroshiro128,2579.0,1
87,284,583,W,107.0,philox,18143.0,1
80,357,388,P,181.0,pcg64,8.0,1
78,71,483,N,211.0,xoroshiro128,17815.0,1
72,76,92,H,133.0,human,,0
32,372,25, ,980.0,mersenne,2071.0,1
83,368,145,S,274.0,pcg64,11042.0,1
68,189,601,D,218.0,mersenne,8824.0,1
83,279,86,S,415.0,xoroshiro128,283.0,1
32,293,199, ,318.0,philox,7097.0,1
83,78,220,S,28.0,human,,0
78,32,323,N,125.0,xoroshiro128,16238.0,1
89,20,136,Y,313.0,xoroshiro128,8429.0,1
85,373,186,U,10.0,xoroshiro128,11500.0,1
67,334,332,C,249.0,philox,5174.0,1
65,288,683,A,370.0,mersenne,12190.0,1
8,0,30,[BACKSPACE],1.0,human,,0
80,234,327,P,145.0,philox,6299.0,1
70,172,80,F,464.0,pcg64,12268.0,1
79,165,98,O,91.0,mersenne,12720.0,1
79,70,564,O,75.0,xoroshiro128,787.0,1
73,184,481,I,27.0,xoroshiro128,17405.0,1
32,141,365, ,233.0,xoroshiro128,7620.0,1
72,79,128,H,392.0,human,,0
50,67,61,2,26.0,mersenne,7254.0,1
78,141,643,N,286.0,pcg64,5760.0,1
32,113,26, ,140.0,philox,16730.0,1
65,52,122,A,225.0,xoroshiro128,17199.0,1
77,318,691,M,219.0,pcg64,1533.0,1
68,116,268,D,119.0,mersenne,18513.0,1
82,405,636,R,526.0,mersenne,2202.0,1
86,388,660,V,329.0,philox,3473.0,1
66,389,21,B,406.0,philox,17442.0,1
65,12,637,A,42.0,xoroshiro128,8528.0,1
32,375,354, ,211.0,pcg64,14007.0,1
48,61,218,0,219.0,human,,0
32,393,537, ,102.0,philox,1747.0,1
84,15,292,T,39.0,pcg64,966.0,1
32,89,168, ,23.0,human,,0
32,389,645, ,310.0,philox,1810.0,1
66,58,443,B,142.0,xoroshiro128,10003.0,1
73,381,118,I,112.0,pcg64,4171.0,1
84,239,307,T,290.0,xoroshiro128,1540.0,1
83,46,223,S,208.0,pcg64,15430.0,1
79,268,88,O,578.0,pcg64,9366.0,1
76,218,403,L,81.0,philox,785.0,1
68,140,281,D,29.0,xoroshiro128,15989.0,1
65,85,522,A,473.0,mersenne,1831.0,1
0,104,328,[UNK],8.0,human,,0
73,214,184,I,97.0,philox,960.0,1
32,45,172, ,275.0,xoroshiro128,1116.0,1
69,237,109,E,344.0,philox,416.0,1
68,307,261,D,218.0,pcg64,17967.0,1
78,87,109,N,159.0,philox,2227.0,1
67,67,594,C,145.0,pcg64,8036.0,1
32,146,337, ,564.0,mersenne,3477.0,1
76,112,349,L,291.0,pcg64,10033.0,1
84,161,654,T,236.0,xoroshiro128,8917.0,1
69,191,762,E,719.0,mersenne,9658.0,1
73,72,160,I,168.0,human,,0
78,39,109,N,562.0,pcg64,17642.0,1
84,55,327,T,36.0,xoroshiro128,3931.0,1
83,147,341,S,202.0,mersenne,8978.0,1
32,360,677, ,570.0,philox,17258.0,1
69,148,355,E,78.0,philox,17809.0,1
73,133,442,I,104.0,mersenne,7252.0,1
73,167,199,I,117.0,human,,0
32,341,247, ,204.0,philox,13483.0,1
32,290,167, ,403.0,xoroshiro128,8488.0,1
13,357,498,[ENTER],313.0,human,,0
84,280,684,T,498.0,pcg64,16835.0,1
83,88,176,S,24.0,human,,0
83,197,527,S,300.0,xoroshiro128,18001.0,1
8,1500,391,[BACKSPACE],215.0,human,,0
85,179,306,U,173.0,philox,10508.0,1
65,77,337,A,129.0,philox,115.0,1
32,146,319, ,155.0,xoroshiro128,307.0,1
32,164,395, ,90.0,xoroshiro128,16008.0,1
85,212,512,U,425.0,philox,3771.0,1
65,100,869,A,203.0,mersenne,301.0,1
89,34,259,Y,390.0,xoroshiro128,625.0,1
82,164,524,R,102.0,pcg64,5614.0,1
32,78,156, ,936.0,human,,0
65,470,568,A,538.0,mersenne,17929.0,1
32,358,984, ,295.0,mersenne,11352.0,1
79,360,297,O,119.0,pcg64,14429.0,1
76,64,672,L,528.0,human,,0
32,266,471, ,346.0,philox,3405.0,1
69,125,156,E,563.0,human,,0
87,61,68,W,250.0,human,,0
70,72,578,F,77.0,philox,16182.0,1
67,410,170,C,425.0,mersenne,9096.0,1
76,381,718,L,181.0,mersenne,14452.0,1
73,226,528,I,111.0,xoroshiro128,12021.0,1
67,140,261,C,232.0,pcg64,7994.0,1
80,88,160,P,40.0,human,,0
82,84,168,R,5.0,human,,0
78,117,444,N,179.0,pcg64,14844.0,1
89,79,539,Y,491.0,xoroshiro128,9202.0,1
72,150,223,H,459.0,philox,1593.0,1
69,145,175,E,223.0,human,,0
83,201,362,S,290.0,xoroshiro128,314.0,1
87,136,121,W,55.0,human,,0
65,325,163,A,302.0,xoroshiro128,15859.0,1
88,172,99,X,483.0,xoroshiro128,13800.0,1
67,207,442,C,55.0,pcg64,9660.0,1
32,148,10, ,568.0,xoroshiro128,777.0,1
76,87,155,L,8.0,xoroshiro128,13165.0,1
82,326,358,R,86.0,mersenne,2637.0,1
84,325,649,T,458.0,philox,2382.0,1
83,281,742,S,521.0,mersenne,6101.0,1
84,143,297,T,2.0,xoroshiro128,9927.0,1
65,36,666,A,235.0,mersenne,6818.0,1
72,209,561,H,482.0,xoroshiro128,17452.0,1
80,41,18,P,162.0,pcg64,11522.0,1
70,10,227,F,167.0,philox,17111.0,1
69,375,69,E,102.0,mersenne,2820.0,1
67,128,360,C,208.0,human,,0
32,161,434, ,168.0,xoroshiro128,1300.0,1
32,186,114, ,65.0,human,,0
72,158,312,H,238.0,xoroshiro128,12626.0,1
73,393,256,I,122.0,mersenne,12879.0,1
69,62,157,E,64.0,human,,0
32,225,255, ,128.0,pcg64,4811.0,1
32,75,116, ,48.0,human,,0
32,380,832, ,141.0,mersenne,856.0,1
67,264,740,C,566.0,mersenne,7145.0,1
82,268,613,R,259.0,xoroshiro128,3183.0,1
69,151,672,E,39.0,pcg64,18025.0,1
84,355,591,T,503.0,xoroshiro128,16519.0,1
72,129,110,H,78.0,human,,0
65,101,84,A,126.0,human,,0
80,184,164,P,96.0,xoroshiro128,12767.0,1
82,193,92,R,73.0,philox,532.0,1
78,71,413,N,238.0,xoroshiro128,846.0,1
73,46,692,I,22.0,mersenne,7073.0,1
83,292,563,S,504.0,pcg64,464.0,1
65,63,83,A,255.0,pcg64,5226.0,1
66,65,629,B,325.0,human,,0
84,64,272,T,120.0,human,,0
82,342,204,R,891.0,mersenne,860.0,1
72,499,93,H,891.0,mersenne,18065.0,1
83,233,203,S,214.0,xoroshiro128,13183.0,1
67,17,623,C,172.0,mersenne,15966.0,1
73,52,425,I,319.0,human,,0
32,400,212, ,616.0,mersenne,8195.0,1
73,343,24,I,478.0,philox,16939.0,1
76,166,134,L,454.0,xoroshiro128,150.0,1
65,305,240,A,31.0,mersenne,12702.0,1
84,96,320,T,72.0,human,,0
76,206,280,L,15.0,pcg64,3234.0,1
69,35,219,E,64.0,pcg64,5333.0,1
89,221,110,Y,26.0,pcg64,752.0,1
32,155,236, ,148.0,philox,2695.0,1
79,398,440,O,45.0,mersenne,2142.0,1
65,81,528,A,128.0,pcg64,156.0,1
72,290,692,H,622.0,philox,18489.0,1
84,241,143,T,455.0,philox,16510.0,1
32,342,1068, ,601.0,mersenne,13180.0,1
68,88,20,D,386.0,xoroshiro128,17323.0,1
76,331,476,L,62.0,xoroshiro128,9734.0,1
83,386,355,S,161.0,philox,16965.0,1
68,157,313,D,178.0,pcg64,11013.0,1
68,384,88,D,260.0,xoroshiro128,9815.0,1
84,105,104,T,16.0,human,,0
69,23,262,E,423.0,pcg64,4045.0,1
160,0,31,[UNK],0.0,human,,0
65,498,22,A,32.0,mersenne,3072.0,1
83,69,859,S,743.0,mersenne,12191.0,1
77,162,1106,M,818.0,mersenne,11353.0,1
79,366,396,O,119.0,pcg64,5122.0,1
82,352,891,R,461.0,mersenne,247.0,1
78,141,194,N,71.0,human,,0
82,88,88,R,56.0,human,,0
69,300,698,E,588.0,pcg64,1947.0,1
32,311,193, ,37.0,philox,5123.0,1
32,160,536, ,487.0,philox,7207.0,1
73,118,131,I,468.0,pcg64,8082.0,1
79,377,378,O,86.0,philox,3993.0,1
32,13,989, ,922.0,mersenne,11466.0,1
84,100,462,T,9.0,xoroshiro128,9595.0,1
83,311,509,S,5.0,pcg64,3120.0,1
76,64,623,L,137.0,philox,1165.0,1
84,242,180,T,265.0,philox,23.0,1
55,320,520,7,362.0,pcg64,13644.0,1
78,200,417,N,118.0,pcg64,873.0,1
78,84,259,N,113.0,human,,0
69,395,365,E,265.0,pcg64,3314.0,1
65,299,302,A,182.0,philox,1535.0,1
78,360,468,N,245.0,xoroshiro128,9715.0,1
69,126,609,E,121.0,pcg64,1939.0,1
78,126,158,N,4.0,human,,0
69,346,410,E,85.0,philox,1192.0,1
32,321,601, ,178.0,pcg64,3202.0,1
69,285,268,E,318.0,philox,1623.0,1
76,462,956,L,205.0,mersenne,17081.0,1
85,268,616,U,271.0,xoroshiro128,10567.0,1
79,315,65,O,409.0,xoroshiro128,12614.0,1
32,232,344, ,140.0,pcg64,12169.0,1
65,132,544,A,281.0,pcg64,7817.0,1
80,220,124,P,137.0,xoroshiro128,18585.0,1
84,64,104,T,72.0,human,,0
75,356,443,K,157.0,xoroshiro128,7742.0,1
69,241,647,E,550.0,philox,14569.0,1
73,129,153,I,134.0,human,,0
81,180,467,Q,284.0,human,,0
71,74,397,G,138.0,pcg64,5315.0,1
32,66,357, ,181.0,xoroshiro128,2820.0,1
32,163,572, ,425.0,philox,14195.0,1
71,319,584,G,329.0,pcg64,10688.0,1
73,152,556,I,7.0,xoroshiro128,420.0,1
69,189,632,E,216.0,xoroshiro128,4959.0,1
65,70,82,A,185.0,human,,0
84,367,98,T,143.0,philox,17290.0,1
67,145,349,C,229.0,philox,8960.0,1
84,192,389,T,34.0,xoroshiro128,456.0,1
83,368,925,S,38.0,mersenne,5011.0,1
79,212,318,O,138.0,xoroshiro128,8685.0,1
80,251,678,P,81.0,xoroshiro128,1716.0,1
82,209,586,R,471.0,mersenne,610.0,1
77,94,237,M,237.0,philox,6959.0,1
48,250,36,0,652.0,pcg64,17932.0,1
89,25,699,Y,360.0,xoroshiro128,51.0,1
32,129,329, ,145.0,human,,0
71,225,210,G,93.0,xoroshiro128,12970.0,1
89,295,173,Y,84.0,xoroshiro128,18499.0,1
68,166,428,D,212.0,mersenne,12420.0,1
82,99,61,R,568.0,xoroshiro128,16669.0,1
32,261,588, ,552.0,philox,1611.0,1
82,139,295,R,90.0,human,,0
32,368,668, ,282.0,pcg64,3310.0,1
73,95,355,I,197.0,philox,14200.0,1
70,134,1130,F,1022.0,human,,0
69,317,487,E,339.0,pcg64,7775.0,1
65,268,561,A,326.0,philox,9872.0,1
32,88,200, ,96.0,human,,0
84,202,132,T,541.0,xoroshiro128,2129.0,1
78,56,120,N,64.0,human,,0
32,209,114, ,211.0,xoroshiro128,14469.0,1
67,109,172,C,47.0,human,,0
73,118,263,I,119.0,pcg64,5684.0,1
83,456,678,S,146.0,mersenne,7658.0,1
32,46,220, ,118.0,philox,1422.0,1
77,172,343,M,181.0,xoroshiro128,13723.0,1
84,300,136,T,464.0,mersenne,1210.0,1
32,346,618, ,279.0,pcg64,10029.0,1
69,142,614,E,469.0,mersenne,6303.0,1
71,69,54,G,107.0,human,,0
77,343,422,M,31.0,philox,832.0,1
73,79,156,I,94.0,human,,0
84,224,246,T,141.0,xoroshiro128,3079.0,1
65,466,293,A,213.0,mersenne,2465.0,1
82,332,36,R,327.0,philox,1663.0,1
32,322,359, ,234.0,mersenne,3628.0,1
69,59,657,E,613.0,pcg64,18256.0,1
32,80,549, ,425.0,pcg64,17464.0,1
32,466,302, ,731.0,mersenne,18738.0,1
89,388,156,Y,89.0,philox,18489.0,1
83,26,315,S,9.0,xoroshiro128,17650.0,1
73,15,499,I,90.0,philox,15555.0,1
69,399,469,E,307.0,xoroshiro128,452.0,1
82,111,398,R,295.0,xoroshiro128,3130.0,1
32,107,144, ,30.0,human,,0
73,57,24,I,251.0,xoroshiro128,5360.0,1
69,80,507,E,312.0,philox,17935.0,1
32,99,587, ,116.0,pcg64,1349.0,1
68,111,577,D,200.0,pcg64,9870.0,1
84,346,629,T,113.0,xoroshiro128,3478.0,1
32,214,783, ,286.0,mersenne,3968.0,1
69,136,264,E,127.0,human,,0
65,96,411,A,134.0,pcg64,6062.0,1
79,274,611,O,300.0,xoroshiro128,7701.0,1
73,294,667,I,207.0,xoroshiro128,13269.0,1
73,60,132,I,488.0,xoroshiro128,14724.0,1
73,103,114,I,322.0,philox,2358.0,1
89,56,491,Y,420.0,xoroshiro128,11543.0,1
83,163,295,S,302.0,pcg64,6760.0,1
65,312,623,A,17.0,pcg64,18620.0,1
82,38,654,R,328.0,philox,11308.0,1
83,123,989,S,197.0,mersenne,1587.0,1
32,370,618, ,95.0,xoroshiro128,11001.0,1
70,207,197,F,496.0,philox,15755.0,1
79,113,279,O,174.0,philox,12005.0,1
79,340,372,O,63.0,philox,15209.0,1
67,100,189,C,75.0,pcg64,4036.0,1
77,372,432,M,394.0,xoroshiro128,13139.0,1
188,128,624,[UNK],416.0,human,,0
188,95,416,[UNK],280.0,human,,0
68,48,269,D,295.0,pcg64,8567.0,1
65,328,636,A,494.0,mersenne,9288.0,1
32,136,-1, ,129.0,human,,0
83,288,1066,S,859.0,mersenne,11063.0,1
67,253,284,C,31.0,mersenne,8799.0,1
68,188,163,D,26.0,xoroshiro128,760.0,1
69,278,304,E,49.0,pcg64,5483.0,1
68,438,737,D,361.0,mersenne,302.0,1
76,380,1003,L,285.0,mersenne,12269.0,1
65,355,422,A,140.0,philox,9384.0,1
32,150,19, ,120.0,mersenne,5469.0,1
32,50,424, ,219.0,philox,6438.0,1
82,334,237,R,169.0,xoroshiro128,8648.0,1
84,136,602,T,345.0,mersenne,17883.0,1
79,188,433,O,226.0,pcg64,11548.0,1
84,463,609,T,316.0,mersenne,10778.0,1
82,228,525,R,337.0,xoroshiro128,4643.0,1
79,114,435,O,219.0,philox,10237.0,1
80,18,159,P,129.0,philox,8770.0,1
73,290,354,I,145.0,mersenne,605.0,1
83,377,379,S,124.0,philox,15794.0,1
83,120,161,S,156.0,xoroshiro128,4165.0,1
72,103,96,H,7.0,human,,0
32,56,200, ,608.0,human,,0
32,152,72, ,16.0,human,,0
82,86,245,R,106.0,mersenne,1467.0,1
65,57,209,A,46.0,mersenne,2809.0,1
77,305,515,M,201.0,mersenne,14646.0,1
83,133,158,S,86.0,xoroshiro128,12235.0,1
69,286,518,E,237.0,pcg64,6958.0,1
78,88,662,N,314.0,mersenne,615.0,1
85,346,29,U,532.0,mersenne,11011.0,1
65,97,138,A,36.0,human,,0
87,239,869,W,169.0,mersenne,297.0,1
70,266,389,F,167.0,philox,1401.0,1
79,432,161,O,191.0,mersenne,17317.0,1
32,72,1072, ,992.0,human,,0
79,250,689,O,138.0,philox,3563.0,1
67,358,998,C,14.0,mersenne,14565.0,1
32,159,234, ,297.0,philox,9282.0,1
72,96,62,H,239.0,pcg64,17432.0,1
32,168,514, ,105.0,philox,7914.0,1
76,336,632,L,467.0,philox,15812.0,1
83,393,205,S,170.0,pcg64,7417.0,1
32,489,593, ,190.0,mersenne,8471.0,1
67,132,591,C,169.0,philox,12385.0,1
79,197,282,O,111.0,philox,15531.0,1
69,80,48,E,96.0,human,,0
86,93,140,V,46.0,human,,0
78,355,422,N,140.0,philox,10957.0,1
79,60,414,O,141.0,philox,700.0,1
83,314,1089,S,128.0,mersenne,2205.0,1
84,61,416,T,216.0,mersenne,2771.0,1
73,392,63,I,275.0,xoroshiro128,16950.0,1
161,194,563,[UNK],374.0,human,,0
84,429,670,T,324.0,mersenne,10030.0,1
84,156,532,T,199.0,pcg64,694.0,1
82,239,596,R,372.0,philox,18130.0,1
82,140,427,R,466.0,mersenne,17563.0,1
32,222,162, ,495.0,philox,1308.0,1
77,96,960,M,720.0,human,,0
68,83,319,D,261.0,philox,9939.0,1
79,249,358,O,66.0,pcg64,12545.0,1
82,71,161,R,97.0,philox,10838.0,1
67,48,200,C,32.0,human,,0
89,167,644,Y,266.0,mersenne,804.0,1
65,12,501,A,391.0,xoroshiro128,4090.0,1
82,292,416,R,96.0,pcg64,2166.0,1
32,202,136, ,540.0,philox,8622.0,1
32,69,134, ,394.0,xoroshiro128,14938.0,1
84,216,630,T,579.0,pcg64,12945.0,1
84,106,509,T,172.0,pcg64,5176.0,1
73,141,893,I,92.0,mersenne,17818.0,1
73,114,106,I,20.0,human,,0
86,94,140,V,62.0,human,,0
69,177,429,E,532.0,mersenne,11085.0,1
69,97,208,E,435.0,philox,13180.0,1
65,145,527,A,48.0,pcg64,11585.0,1
69,261,173,E,38.0,xoroshiro128,5418.0,1
32,42,170, ,223.0,philox,17936.0,1
69,350,140,E,277.0,pcg64,15838.0,1
75,80,310,K,232.0,pcg64,18633.0,1
84,377,145,T,531.0,xoroshiro128,12664.0,1
79,64,216,O,88.0,human,,0
84,47,301,T,71.0,xoroshiro128,18151.0,1
32,137,97, ,590.0,human,,0
32,286,292, ,209.0,philox,11423.0,1
70,276,540,F,173.0,philox,11098.0,1
76,367,98,L,143.0,philox,16175.0,1
32,220,984, ,342.0,mersenne,18175.0,1
65,232,159,A,384.0,philox,7858.0,1
84,137,14,T,610.0,philox,11490.0,1
78,142,155,N,458.0,philox,18801.0,1
79,484,1073,O,198.0,mersenne,7235.0,1
78,396,28,N,742.0,mersenne,8667.0,1
32,171,558, ,361.0,xoroshiro128,9123.0,1
79,83,40,O,458.0,xoroshiro128,5812.0,1
69,113,627,E,200.0,philox,17949.0,1
79,236,637,O,280.0,pcg64,18010.0,1
82,167,496,R,62.0,pcg64,12055.0,1
8,8,528,[BACKSPACE],256.0,human,,0
82,169,439,R,387.0,pcg64,15813.0,1
84,17,677,T,425.0,mersenne,214.0,1
69,374,1032,E,525.0,mersenne,11011.0,1
84,125,135,T,55.0,human,,0
32,273,328, ,159.0,pcg64,12445.0,1
